timestamp,eventtext,operator
2015-05-29 13:21:03.436960,1,K
2015-05-29 13:21:03.602323,1,K
2015-05-29 13:21:03.802430,1,K
2015-05-29 13:21:04.017522,1,K
2015-05-29 13:21:04.222546,1,K
2015-05-29 13:21:04.417772,1,K
2015-05-29 13:21:04.612356,1,K
2015-05-29 13:21:04.802647,1,K
2015-05-29 13:21:05.008226,1,K
2015-05-29 13:21:05.218315,1,K
2015-05-29 13:21:05.418415,1,K
2015-05-29 13:21:05.603504,1,K
2015-05-29 13:21:05.802962,1,K
2015-05-29 13:21:05.973404,1,K
2015-05-29 13:21:06.148772,1,K
2015-05-29 13:21:06.333855,1,K
2015-05-29 13:21:06.523973,1,K
2015-05-29 13:21:06.714847,1,K
2015-05-29 13:21:06.919295,1,K
2015-05-29 13:21:07.103803,1,K
