timestamp,eventtext,operator
2015-05-29 13:25:54.792887,1,C
2015-05-29 13:25:55.084561,1,K
2015-05-29 13:25:55.652985,1,C
2015-05-29 13:25:55.771076,1,K
2015-05-29 13:25:56.248318,1,C
2015-05-29 13:25:56.414421,1,K
2015-05-29 13:25:56.899603,1,C
2015-05-29 13:25:57.044614,1,K
2015-05-29 13:25:57.449176,1,C
2015-05-29 13:25:57.564720,1,K
2015-05-29 13:25:57.999927,1,C
2015-05-29 13:25:58.070099,1,K
2015-05-29 13:25:58.479792,1,C
2015-05-29 13:25:58.565863,1,K
2015-05-29 13:25:58.990063,1,C
2015-05-29 13:25:59.031600,1,K
2015-05-29 13:25:59.415077,1,C
2015-05-29 13:25:59.456119,1,K
2015-05-29 13:25:59.810183,1,C
2015-05-29 13:25:59.875981,1,K
2015-05-29 13:26:00.255641,1,C
2015-05-29 13:26:00.316844,1,K
2015-05-29 13:26:00.686201,1,C
2015-05-29 13:26:00.749551,1,K
2015-05-29 13:26:01.091251,1,C
2015-05-29 13:26:01.153648,1,K
2015-05-29 13:26:01.506758,1,C
2015-05-29 13:26:01.577888,1,K
2015-05-29 13:26:01.885734,1,C
2015-05-29 13:26:01.973053,1,K
2015-05-29 13:26:02.257124,1,C
2015-05-29 13:26:02.333156,1,K
2015-05-29 13:26:02.779069,1,K
2015-05-29 13:26:02.795883,1,C
2015-05-29 13:26:03.147651,1,C
2015-05-29 13:26:03.198506,1,K
2015-05-29 13:26:03.573337,1,C
2015-05-29 13:26:03.581628,1,K
2015-05-29 13:26:03.902863,1,C
2015-05-29 13:26:03.933311,1,K
2015-05-29 13:26:04.213902,1,C
2015-05-29 13:26:04.238989,1,K
2015-05-29 13:26:04.528719,1,C
2015-05-29 13:26:04.559721,1,K
2015-05-29 13:26:04.873827,1,C
2015-05-29 13:26:04.906780,1,K
2015-05-29 13:26:05.233962,1,C
2015-05-29 13:26:05.260049,1,K
2015-05-29 13:26:05.574139,1,C
2015-05-29 13:26:05.594854,1,K
